Post Data (JSON),Post ID,Created Time,Post Link,Full Picture URL,Message,Picture URL,Post Story
"{""id"":""246183740166813_1480701534062990"",""link"":""https://www.facebook.com/1517592927040517/posts/1480701534062990"",""type"":""album"",""message"":""10–11 stycznia - Nasi reprezentanci Kuba i Marysia wzięli udział w International Instructor Course ITF Union prowadzonym przez Don Dalton IX dan. Zdobyli nową wiedzę, wymienili doświadczenia i wracają pełni motywacji, by dalej trenować! 🥋💡🔥💪👏"",""picture"":""https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/615365256_1480701017396375_2138792333017218165_n.jpg?stp=dst-jpg_s133x133_tt6&_nc_cat=104&ccb=1-7&_nc_sid=7b2446&_nc_ohc=qDD6bQL0pTMQ7kNvwHOogeO&_nc_oc=AdkBJdsCBz2XOvyDmM9_fcDOVl8sdjjP2Xi6Ztj4ogluspCM_XHC2ZH5NMnT1vAyFIo&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQEJAZ27K9YiZO4Qwx-TU1lkcCp9x3Pi5A5Uk8aFtfniepCtfaeo-mLhKbQnaKUY5aHwfHdYpZSg&oh=00_AfuYSzAJAW2dpZiWK-1SwkVX1wAQ2WWeUJzyvgXZ2Xdv4w&oe=69A2BC36"",""created_time"":""2026-01-16T18:53:26.000Z"",""full_picture"":""https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/615365256_1480701017396375_2138792333017218165_n.jpg?stp=dst-jpg_p720x720_tt6&_nc_cat=104&ccb=1-7&_nc_sid=7b2446&_nc_ohc=qDD6bQL0pTMQ7kNvwHOogeO&_nc_oc=AdkBJdsCBz2XOvyDmM9_fcDOVl8sdjjP2Xi6Ztj4ogluspCM_XHC2ZH5NMnT1vAyFIo&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQF0tTkjynjbwGg-ro312qPhb4FD85KjS4JABgvSdMeM-jI8Y3A04xIuZLwjT0EcxnFseo4PMel-&oh=00_AftubOri-3TpxBA1M2Y9NWMJUGPk-M7mNjlyiWXPduImvg&oe=69A2BC36"",""updated_time"":""2026-01-17T10:20:01.000Z"",""permalink_url"":""https://www.facebook.com/1517592927040517/posts/1480701534062990"",""mappable_attachments"":[{""media"":{""image"":{""height"":730,""src"":""https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/615365256_1480701017396375_2138792333017218165_n.jpg?stp=dst-jpg_p720x720_tt6&_nc_cat=104&ccb=1-7&_nc_sid=7b2446&_nc_ohc=qDD6bQL0pTMQ7kNvwHOogeO&_nc_oc=AdkBJdsCBz2XOvyDmM9_fcDOVl8sdjjP2Xi6Ztj4ogluspCM_XHC2ZH5NMnT1vAyFIo&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQGAJWeOVyVEF2mxBI0fBVkTgY2icQL-Xoeiim7RVLUZgKu2FoLLv7ND3FR6bJSTe9yeVCKSVZwt&oh=00_AfuwPxEe_M6hJI0RiA7gthZfopjNutfxDes3pyabQH5kHw&oe=69A2BC36"",""width"":720}},""target"":{""id"":""1480701014063042"",""url"":""https://www.facebook.com/photo.php?fbid=1480701014063042&set=a.489485749851245&type=3""},""type"":""photo"",""url"":""https://www.facebook.com/photo.php?fbid=1480701014063042&set=a.489485749851245&type=3""},{""media"":{""image"":{""height"":720,""src"":""https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/616452437_1480701074063036_8926369825429528443_n.jpg?stp=dst-jpg_p720x720_tt6&_nc_cat=104&ccb=1-7&_nc_sid=7b2446&_nc_ohc=vYqsS90S2FYQ7kNvwFCVeAl&_nc_oc=AdnSU4l0yNUacHVTFNEYHt3RhdSsi23jPwI15od5AxddF-UI-GAptKlnlwzxLKfO_nk&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQErjfwJpk8KeJJO18qZg-3C--ntXjfZwgxEdfuaJTal2UK0Aslu5kDkjL_45hNw8agSXRO5eVd6&oh=00_AfuLOoXUmhaLp-bLtHWleNHf0B7zT1PR11fyFwQBo6s4nA&oe=69A28A03"",""width"":1013}},""target"":{""id"":""1480701070729703"",""url"":""https://www.facebook.com/photo.php?fbid=1480701070729703&set=a.489485749851245&type=3""},""type"":""photo"",""url"":""https://www.facebook.com/photo.php?fbid=1480701070729703&set=a.489485749851245&type=3""},{""media"":{""image"":{""height"":720,""src"":""https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/615428116_1480701164063027_5701317673084950980_n.jpg?stp=dst-jpg_p720x720_tt6&_nc_cat=100&ccb=1-7&_nc_sid=7b2446&_nc_ohc=5148vBuyo7kQ7kNvwH_xpT_&_nc_oc=Adm4btv08h5xI0ycEhJWpfx-tFph8FSnWBZcjCEV3dgg6QjYUOBSiLECQrClo4VCtHk&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQGQ0YhdU0aNpLtM5lcAPG-w0TTPsZTu4SmKlEs8kEBSthGlAQKV-NJ8eh-glkbUATLRQGPzHUs8&oh=00_AfukJ2xehEzisgEg060poLw8Lf4_KQGqAkR3QuUpCl9tGQ&oe=69A2BBF8"",""width"":1007}},""target"":{""id"":""1480701160729694"",""url"":""https://www.facebook.com/photo.php?fbid=1480701160729694&set=a.489485749851245&type=3""},""type"":""photo"",""url"":""https://www.facebook.com/photo.php?fbid=1480701160729694&set=a.489485749851245&type=3""},{""media"":{""image"":{""height"":960,""src"":""https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/615412934_1480701237396353_996763211796382631_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=111&ccb=1-7&_nc_sid=7b2446&_nc_ohc=Ch0JSqS4yoEQ7kNvwFLUAoe&_nc_oc=AdmXBSFTNd4Hv6AZT7-_6-RAmkwvvXgx8_DxXoD93DH1cReNB70OAns_2H--w43FPbw&_nc_zt=23&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQFyuLqLf3V_n9J4y6ny65sbytZ2bJJSo_iFenGWsXatiS5umgMt5iGQh92UGd96lP4FevmIF8_Q&oh=00_AfsFzV7zz-sXaPsqHRSaPDbZFVaGo5BCfPu0SXS4Akx8NQ&oe=69A2BED8"",""width"":720}},""target"":{""id"":""1480701234063020"",""url"":""https://www.facebook.com/photo.php?fbid=1480701234063020&set=a.489485749851245&type=3""},""type"":""photo"",""url"":""https://www.facebook.com/photo.php?fbid=1480701234063020&set=a.489485749851245&type=3""},{""media"":{""image"":{""height"":960,""src"":""https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/615433737_1480701320729678_2479115110642467995_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=105&ccb=1-7&_nc_sid=7b2446&_nc_ohc=3cIuzvnB314Q7kNvwFZuJ78&_nc_oc=Adn-b7NiRVMkfQz0LYxgjUtnG2XDmQmvwpgXCzx60KChi0dkcj4fwJ5W-xUfY0okGV8&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQFQQM2hcRpJvkp_uxVcYUffQR2s9eIW_sdU5AJaCn2LzIT19ZXruexYHcPEGSBh636R9sfpliSL&oh=00_AfuxQA5zHCFCxXY5bV52j6sBJMg_VrKdMXqQAADDwP9zyg&oe=69A29717"",""width"":720}},""target"":{""id"":""1480701317396345"",""url"":""https://www.facebook.com/photo.php?fbid=1480701317396345&set=a.489485749851245&type=3""},""type"":""photo"",""url"":""https://www.facebook.com/photo.php?fbid=1480701317396345&set=a.489485749851245&type=3""},{""media"":{""image"":{""height"":1559,""src"":""https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/615806591_1480701417396335_4215217236951782464_n.jpg?stp=dst-jpg_p720x720_tt6&_nc_cat=100&ccb=1-7&_nc_sid=7b2446&_nc_ohc=_AMeVL7GX0sQ7kNvwH9aqwj&_nc_oc=AdmXlL9mX1jWmNXg_FaxOYcezJJ2Ml3H4ARlrcmOUrGkdfwubz98j7hR-O8js8CgtVU&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQFDKH6M4mzA8ZpQjMGRAihmI7GRm-j_fTts4rTtYioIE7Xg5Y7l6V0dvTumOJFpKhpBFwzEPWaW&oh=00_AfuDBhBytSqgGxZpg9YxIm_44RuJgFPIn3FtMNia2MSlvg&oe=69A2B920"",""width"":720}},""target"":{""id"":""1480701410729669"",""url"":""https://www.facebook.com/photo.php?fbid=1480701410729669&set=a.489485749851245&type=3""},""type"":""photo"",""url"":""https://www.facebook.com/photo.php?fbid=1480701410729669&set=a.489485749851245&type=3""},{""media"":{""image"":{""height"":960,""src"":""https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/616275157_1480701500729660_2227844597644312752_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=103&ccb=1-7&_nc_sid=7b2446&_nc_ohc=VxzQCDIVd1IQ7kNvwEsy3_B&_nc_oc=Adl0P1oAwNslLLBuHc7wgogoNl5XYss0EA3mr6OK5CSr1nkVDvX32AZ0wZmyouEoRhc&_nc_zt=23&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQHYGAqWE0NU-pMxnXnpm_1KwscGot7WNWYeu2E_bvfSBxVuLFpU4KaCXQZf_Jh_CcjNmEscxJK5&oh=00_Afsa1Xp4Ob1L16XerG_XM4KDgQ0LlGlGDw6kIPygwaOlKg&oe=69A2A15A"",""width"":720}},""target"":{""id"":""1480701497396327"",""url"":""https://www.facebook.com/photo.php?fbid=1480701497396327&set=a.489485749851245&type=3""},""type"":""photo"",""url"":""https://www.facebook.com/photo.php?fbid=1480701497396327&set=a.489485749851245&type=3""}]}",246183740166813_1480701534062990,2026-01-16T18:53:26.000Z,https://www.facebook.com/1517592927040517/posts/1480701534062990,https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/615365256_1480701017396375_2138792333017218165_n.jpg?stp=dst-jpg_p720x720_tt6&_nc_cat=104&ccb=1-7&_nc_sid=7b2446&_nc_ohc=qDD6bQL0pTMQ7kNvwHOogeO&_nc_oc=AdkBJdsCBz2XOvyDmM9_fcDOVl8sdjjP2Xi6Ztj4ogluspCM_XHC2ZH5NMnT1vAyFIo&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQF0tTkjynjbwGg-ro312qPhb4FD85KjS4JABgvSdMeM-jI8Y3A04xIuZLwjT0EcxnFseo4PMel-&oh=00_AftubOri-3TpxBA1M2Y9NWMJUGPk-M7mNjlyiWXPduImvg&oe=69A2BC36,"10–11 stycznia - Nasi reprezentanci Kuba i Marysia wzięli udział w International Instructor Course ITF Union prowadzonym przez Don Dalton IX dan. Zdobyli nową wiedzę, wymienili doświadczenia i wracają pełni motywacji, by dalej trenować! 🥋💡🔥💪👏",https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-6/615365256_1480701017396375_2138792333017218165_n.jpg?stp=dst-jpg_s133x133_tt6&_nc_cat=104&ccb=1-7&_nc_sid=7b2446&_nc_ohc=qDD6bQL0pTMQ7kNvwHOogeO&_nc_oc=AdkBJdsCBz2XOvyDmM9_fcDOVl8sdjjP2Xi6Ztj4ogluspCM_XHC2ZH5NMnT1vAyFIo&_nc_zt=23&_nc_ht=scontent-lhr6-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQEJAZ27K9YiZO4Qwx-TU1lkcCp9x3Pi5A5Uk8aFtfniepCtfaeo-mLhKbQnaKUY5aHwfHdYpZSg&oh=00_AfuYSzAJAW2dpZiWK-1SwkVX1wAQ2WWeUJzyvgXZ2Xdv4w&oe=69A2BC36,
"{""id"":""246183740166813_1464722318994245"",""link"":""https://www.facebook.com/reel/1208114424613013/"",""type"":""video_inline"",""message"":""#taekwondo #ITF #punch #imact"",""picture"":""https://scontent-lhr8-1.xx.fbcdn.net/v/t15.5256-10/608335463_25837258179225568_3114167938867824564_n.jpg?stp=dst-jpg_s130x130_tt6&_nc_cat=111&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=I5OJlri8nm0Q7kNvwG2eqU7&_nc_oc=AdmJi-HhI50pfy5xbZIUM-f97TtYG1_MFDt4mHmDMShw_JKOLKhLxTPCFf3usbMM1mI&_nc_zt=23&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQFSyPs6j4DKjaOT-Z3nVPsgzSDX7RezND1TKCMY-GmTIiKHgjIFGGP2HQRaeki7sFhqzIpBrYJt&oh=00_AftD3Hbz4vlF7_FnvifyYXxvYBc7WfMqc-RKJImob0HoYQ&oe=69A2A741"",""created_time"":""2025-12-31T13:00:35.000Z"",""full_picture"":""https://scontent-lhr8-1.xx.fbcdn.net/v/t15.5256-10/608335463_25837258179225568_3114167938867824564_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=I5OJlri8nm0Q7kNvwG2eqU7&_nc_oc=AdmJi-HhI50pfy5xbZIUM-f97TtYG1_MFDt4mHmDMShw_JKOLKhLxTPCFf3usbMM1mI&_nc_zt=23&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQGjNezvGpqNU5P4vNVFA8mErBs5JCUb-c03BnJ8uw6epqbJvHop4BrTCeAO7TWxSZtRQ6oglNjy&oh=00_AfsQj5HX_51WBfPYThxO4BhDly-gNc2olNVWpDovPs-FFQ&oe=69A2A741"",""updated_time"":""2025-12-31T13:00:35.000Z"",""permalink_url"":""https://www.facebook.com/reel/1208114424613013/"",""mappable_attachments"":[{""media"":{""image"":{""height"":720,""src"":""https://scontent-lhr8-1.xx.fbcdn.net/v/t15.5256-10/608335463_25837258179225568_3114167938867824564_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=111&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=I5OJlri8nm0Q7kNvwG2eqU7&_nc_oc=AdmJi-HhI50pfy5xbZIUM-f97TtYG1_MFDt4mHmDMShw_JKOLKhLxTPCFf3usbMM1mI&_nc_zt=23&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQH4xe7tdvPwagXnSFqO1hprknYMK6-0gGR_scOETtioudHKhjtmMqGdDMsdqssayw3IABP9O2SP&oh=00_Afugd8TrCUoyy015p23jhchQVCUm8aMygq1gp7miVodRzA&oe=69A2A741"",""width"":405}},""target"":{""id"":""1208114424613013"",""url"":""https://www.facebook.com/reel/1208114424613013/""},""type"":""video_inline"",""url"":""https://www.facebook.com/reel/1208114424613013/"",""unshimmed_url"":""https://www.facebook.com/reel/1208114424613013/""}]}",246183740166813_1464722318994245,2025-12-31T13:00:35.000Z,https://www.facebook.com/reel/1208114424613013/,https://scontent-lhr8-1.xx.fbcdn.net/v/t15.5256-10/608335463_25837258179225568_3114167938867824564_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=I5OJlri8nm0Q7kNvwG2eqU7&_nc_oc=AdmJi-HhI50pfy5xbZIUM-f97TtYG1_MFDt4mHmDMShw_JKOLKhLxTPCFf3usbMM1mI&_nc_zt=23&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQGjNezvGpqNU5P4vNVFA8mErBs5JCUb-c03BnJ8uw6epqbJvHop4BrTCeAO7TWxSZtRQ6oglNjy&oh=00_AfsQj5HX_51WBfPYThxO4BhDly-gNc2olNVWpDovPs-FFQ&oe=69A2A741,#taekwondo #ITF #punch #imact,https://scontent-lhr8-1.xx.fbcdn.net/v/t15.5256-10/608335463_25837258179225568_3114167938867824564_n.jpg?stp=dst-jpg_s130x130_tt6&_nc_cat=111&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=I5OJlri8nm0Q7kNvwG2eqU7&_nc_oc=AdmJi-HhI50pfy5xbZIUM-f97TtYG1_MFDt4mHmDMShw_JKOLKhLxTPCFf3usbMM1mI&_nc_zt=23&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQFSyPs6j4DKjaOT-Z3nVPsgzSDX7RezND1TKCMY-GmTIiKHgjIFGGP2HQRaeki7sFhqzIpBrYJt&oh=00_AftD3Hbz4vlF7_FnvifyYXxvYBc7WfMqc-RKJImob0HoYQ&oe=69A2A741,
"{""id"":""246183740166813_1464720465661097"",""link"":""https://www.facebook.com/reel/4301787613475502/"",""type"":""video_inline"",""message"":""#taekwondo #ITF #kick"",""picture"":""https://scontent-lhr8-2.xx.fbcdn.net/v/t15.5256-10/605401420_1141021521565830_4917783961107345497_n.jpg?stp=dst-jpg_s130x130_tt6&_nc_cat=103&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=SWwJ2nMNmj0Q7kNvwHfOMqP&_nc_oc=AdlhzB80dpr86uaZoVcmRA-2hXn7-v5yPo9_ljMTiEPMNy8b-8XkWsRuZ-RNUAUfAuM&_nc_zt=23&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQGgK2QZ1Ok-6fAmG9hUoTnIthkL8rCtQUFudEIuayxmaX9-iggjKgPsNqkpWq7fSmLIpEFD8w63&oh=00_AfsuAUw8qRIbabkYCtfAoXVaCMfzWG0jTsECNXLQ6KAZTg&oe=69A2B929"",""created_time"":""2025-12-30T15:00:23.000Z"",""full_picture"":""https://scontent-lhr8-2.xx.fbcdn.net/v/t15.5256-10/605401420_1141021521565830_4917783961107345497_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=SWwJ2nMNmj0Q7kNvwHfOMqP&_nc_oc=AdlhzB80dpr86uaZoVcmRA-2hXn7-v5yPo9_ljMTiEPMNy8b-8XkWsRuZ-RNUAUfAuM&_nc_zt=23&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQHT0oKcm90b3ZtDx2d6w8RQOiG5xV_WPjm0dTYDIFfmP3K4DmV9mttCMxo-PTpDO0KgJh7nXCws&oh=00_Afvy2yZVTYa2bswmi0vB3jlHW7cmSE8rmZJeDuaxx4d1UA&oe=69A2B929"",""updated_time"":""2025-12-30T15:00:23.000Z"",""permalink_url"":""https://www.facebook.com/reel/4301787613475502/"",""mappable_attachments"":[{""media"":{""image"":{""height"":720,""src"":""https://scontent-lhr8-2.xx.fbcdn.net/v/t15.5256-10/605401420_1141021521565830_4917783961107345497_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=103&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=SWwJ2nMNmj0Q7kNvwHfOMqP&_nc_oc=AdlhzB80dpr86uaZoVcmRA-2hXn7-v5yPo9_ljMTiEPMNy8b-8XkWsRuZ-RNUAUfAuM&_nc_zt=23&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQGKFO9GtsQk9TafLoehWJIVyk3rZCTnb3jwNoXt7e4sdwfcJocYLu23tH6dNbPlO_slB9EtVWRi&oh=00_AfuPpxcaobXuYacHbGnIZqyj4XE6jU-9i9rX4zlcnIHvVg&oe=69A2B929"",""width"":405}},""target"":{""id"":""4301787613475502"",""url"":""https://www.facebook.com/reel/4301787613475502/""},""type"":""video_inline"",""url"":""https://www.facebook.com/reel/4301787613475502/"",""unshimmed_url"":""https://www.facebook.com/reel/4301787613475502/""}]}",246183740166813_1464720465661097,2025-12-30T15:00:23.000Z,https://www.facebook.com/reel/4301787613475502/,https://scontent-lhr8-2.xx.fbcdn.net/v/t15.5256-10/605401420_1141021521565830_4917783961107345497_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=SWwJ2nMNmj0Q7kNvwHfOMqP&_nc_oc=AdlhzB80dpr86uaZoVcmRA-2hXn7-v5yPo9_ljMTiEPMNy8b-8XkWsRuZ-RNUAUfAuM&_nc_zt=23&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQHT0oKcm90b3ZtDx2d6w8RQOiG5xV_WPjm0dTYDIFfmP3K4DmV9mttCMxo-PTpDO0KgJh7nXCws&oh=00_Afvy2yZVTYa2bswmi0vB3jlHW7cmSE8rmZJeDuaxx4d1UA&oe=69A2B929,#taekwondo #ITF #kick,https://scontent-lhr8-2.xx.fbcdn.net/v/t15.5256-10/605401420_1141021521565830_4917783961107345497_n.jpg?stp=dst-jpg_s130x130_tt6&_nc_cat=103&ccb=1-7&_nc_sid=d2b52d&_nc_ohc=SWwJ2nMNmj0Q7kNvwHfOMqP&_nc_oc=AdlhzB80dpr86uaZoVcmRA-2hXn7-v5yPo9_ljMTiEPMNy8b-8XkWsRuZ-RNUAUfAuM&_nc_zt=23&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&_nc_gid=QY4qVOnOeMsrJ_WZPGG7zA&_nc_tpa=Q5bMBQGgK2QZ1Ok-6fAmG9hUoTnIthkL8rCtQUFudEIuayxmaX9-iggjKgPsNqkpWq7fSmLIpEFD8w63&oh=00_AfsuAUw8qRIbabkYCtfAoXVaCMfzWG0jTsECNXLQ6KAZTg&oe=69A2B929,
